Instance,Makespan,Computation Time
MFJS1,471,1.665726900100708
MFJS2,469,1.5395982265472412
MFJS3,548,1.8226335048675537
MFJS4,662,4.610116481781006
MFJS5,608,2.7591629028320312
MFJS6,700,2.4178380966186523
MFJS7,1024,3.456127882003784
MFJS8,1059,3.37009596824646
MFJS9,1339,5.460064172744751
MFJS10,1495,4.106448173522949
