Instance,Makespan,Computation Time
MFJS1,468,1.6668946743011475
MFJS2,469,1.367856740951538
MFJS3,548,1.9023158550262451
MFJS4,662,2.447525978088379
MFJS5,611,2.5803658962249756
MFJS6,725,2.7852628231048584
MFJS7,1058,3.1530187129974365
MFJS8,1034,3.5092525482177734
MFJS9,1391,5.039577484130859
MFJS10,1566,4.3091020584106445
