Instance,Makespan,Balanced Workload,Computation Time,Jobs,Machines,Operations
MFJS1,553,70,2.913867950439453,5,6,15
MFJS2,538,161,2.3365607261657715,5,7,15
MFJS3,576,89,3.3548712730407715,6,7,18
MFJS4,712,264,2.7773029804229736,7,7,21
MFJS5,675,122,2.3164498805999756,7,7,21
MFJS6,835,87,2.7774829864501953,8,7,24
MFJS7,1188,214,3.14115571975708,8,7,32
MFJS8,1253,225,3.9168384075164795,9,8,36
MFJS9,1430,362,4.793301343917847,11,8,44
MFJS10,1698,461,4.52174186706543,12,8,48
