Instance,Makespan,Balanced Workload,Computation Time,Jobs,Machines,Operations
MFJS1,532,83,2.723738193511963,5,6,15
MFJS2,559,140,1.861579179763794,5,7,15
MFJS3,576,160,2.1095893383026123,6,7,18
MFJS4,622,160,2.1473629474639893,7,7,21
MFJS5,620,170,3.3781473636627197,7,7,21
MFJS6,876,108,3.469425916671753,8,7,24
MFJS7,1357,96,3.603437662124634,8,7,32
MFJS8,1215,208,3.5522208213806152,9,8,36
MFJS9,1409,272,5.689119815826416,11,8,44
MFJS10,2063,260,4.264941453933716,12,8,48
