Instance,Makespan,Computation Time
MFJS1,471,1.8048741817474365
MFJS2,469,2.414677381515503
MFJS3,548,1.6762499809265137
MFJS4,638,1.7548131942749023
MFJS5,611,2.0015885829925537
MFJS6,714,1.8493540287017822
MFJS7,1044,2.543499231338501
MFJS8,1045,2.7814137935638428
MFJS9,1279,3.6109933853149414
MFJS10,1454,3.7814507484436035
