Instance,Makespan,Balanced Workload,Computation Time,Jobs,Machines,Operations
MFJS1,553,68,2.388575553894043,5,6,15
MFJS2,532,171,2.376086950302124,5,7,15
MFJS3,727,61,2.8942108154296875,6,7,18
MFJS4,720,238,2.987706184387207,7,7,21
MFJS5,620,170,3.272918462753296,7,7,21
MFJS6,708,92,2.8666365146636963,8,7,24
MFJS7,1092,96,3.339851140975952,8,7,32
MFJS8,1236,125,3.8513693809509277,9,8,36
MFJS9,1396,303,4.827754497528076,11,8,44
MFJS10,1639,270,5.264853000640869,12,8,48
