Instance,Makespan,Computation Time
MFJS1,577,0.008556365966796875
MFJS2,567,0.012200355529785156
MFJS3,632,0.011695146560668945
MFJS4,666,0.014725208282470703
MFJS5,625,0.012953042984008789
MFJS6,756,0.018095016479492188
MFJS7,1103,0.02655315399169922
MFJS8,1010,0.032447099685668945
MFJS9,1305,0.05088996887207031
MFJS10,1530,0.08051037788391113
