Instance,Makespan,Computation Time
MFJS1,577,0.009512186050415039
MFJS2,567,0.013651847839355469
MFJS3,632,0.014728069305419922
MFJS4,666,0.013113737106323242
MFJS5,625,0.01154184341430664
MFJS6,756,0.015372991561889648
MFJS7,1103,0.026439666748046875
MFJS8,1010,0.0317540168762207
MFJS9,1305,0.05080151557922363
MFJS10,1530,0.0632181167602539
