Instance,Makespan,Computation Time
MFJS1,471,1.1402647495269775
MFJS2,469,1.4691550731658936
MFJS3,548,1.8236734867095947
MFJS4,662,4.365732431411743
MFJS5,627,2.187687635421753
MFJS6,755,2.2351908683776855
MFJS7,1015,3.214949131011963
MFJS8,1035,3.535776376724243
MFJS9,1299,3.7169029712677
MFJS10,1509,3.837676525115967
