Instance,Makespan,Computation Time
MFJS1,511,0.3098256587982178
MFJS2,495,0.5916848182678223
MFJS3,569,0.4495837688446045
MFJS4,685,0.6567792892456055
MFJS5,637,0.7716755867004395
MFJS6,734,0.5594978332519531
MFJS7,1083,0.9468131065368652
MFJS8,1147,0.8574204444885254
MFJS9,1408,1.1355323791503906
MFJS10,1579,1.439082145690918
