Instance,Makespan,Computation Time
MFJS1,471,1.678401231765747
MFJS2,469,2.1909477710723877
MFJS3,548,3.1535959243774414
MFJS4,662,2.220308542251587
MFJS5,634,1.9391732215881348
MFJS6,759,1.9925134181976318
MFJS7,1038,2.764129877090454
MFJS8,1021,2.880120038986206
MFJS9,1362,4.684894800186157
MFJS10,1483,4.554283380508423
